Request_id,Pickup_point,Driver_id,Status,Request_timestamp,Drop_timestamp,Date,Hour
1767,City,70,Cancelled,8:46 AM,0,12-07-2016,8
1768,City,0,No Cars Available,8:53 AM,0,12-07-2016,8
1769,City,8,Trip Completed,8:57 AM,9:24 AM,12-07-2016,8
1770,City,28,Cancelled,8:50 AM,0,12-07-2016,8
1771,City,47,Trip Completed,8:56 AM,9:27 AM,12-07-2016,8
1772,Airport,135,Trip Completed,8:54 AM,9:32 AM,12-07-2016,8
1773,Airport,212,Trip Completed,8:57 AM,10:03 AM,12-07-2016,8
1774,Airport,297,Trip Completed,8:53 AM,10:00 AM,12-07-2016,8
1775,City,109,Trip Completed,8:57 AM,9:52 AM,12-07-2016,8
1776,Airport,128,Cancelled,9:02 AM,0,12-07-2016,9
1777,City,131,Cancelled,8:58 AM,0,12-07-2016,8
1778,City,243,Cancelled,9:01 AM,0,12-07-2016,9
1779,Airport,0,No Cars Available,8:55 AM,0,12-07-2016,8
1780,City,37,Trip Completed,8:58 AM,9:45 AM,12-07-2016,8
1781,City,52,Cancelled,9:01 AM,0,12-07-2016,9
1782,Airport,241,Trip Completed,8:58 AM,9:46 AM,12-07-2016,8
1783,City,0,No Cars Available,9:06 AM,0,12-07-2016,9
1784,City,245,Cancelled,9:02 AM,0,12-07-2016,9
1785,City,0,No Cars Available,9:03 AM,0,12-07-2016,9
1786,Airport,27,Trip Completed,9:03 AM,9:58 AM,12-07-2016,9
1787,City,52,Cancelled,9:08 AM,0,12-07-2016,9
1788,City,220,Cancelled,9:08 AM,0,12-07-2016,9
1789,City,45,Cancelled,9:10 AM,0,12-07-2016,9
1790,Airport,75,Trip Completed,9:06 AM,9:58 AM,12-07-2016,9
1791,City,215,Cancelled,9:08 AM,0,12-07-2016,9
1792,City,0,No Cars Available,9:10 AM,0,12-07-2016,9
1793,City,163,Cancelled,9:13 AM,0,12-07-2016,9
1794,City,25,Cancelled,9:03 AM,0,12-07-2016,9
1795,City,141,Cancelled,9:03 AM,0,12-07-2016,9
1796,City,176,Cancelled,9:06 AM,0,12-07-2016,9
1797,Airport,177,Trip Completed,9:15 AM,9:41 AM,12-07-2016,9
1798,City,248,Cancelled,9:10 AM,0,12-07-2016,9
1799,City,0,No Cars Available,9:11 AM,0,12-07-2016,9
1800,City,94,Trip Completed,9:09 AM,10:05 AM,12-07-2016,9
1801,City,138,Cancelled,9:18 AM,0,12-07-2016,9
1802,Airport,243,Trip Completed,9:11 AM,10:25 AM,12-07-2016,9
1803,City,0,No Cars Available,9:13 AM,0,12-07-2016,9
1804,Airport,18,Trip Completed,9:12 AM,9:57 AM,12-07-2016,9
1805,Airport,73,Trip Completed,9:11 AM,10:03 AM,12-07-2016,9
1806,City,0,No Cars Available,9:15 AM,0,12-07-2016,9
1807,City,1,Trip Completed,9:17 AM,9:58 AM,12-07-2016,9
1808,Airport,211,Trip Completed,9:13 AM,10:30 AM,12-07-2016,9
1809,Airport,10,Trip Completed,9:13 AM,10:01 AM,12-07-2016,9
1810,City,154,Trip Completed,9:18 AM,9:54 AM,12-07-2016,9
1811,City,266,Trip Completed,9:14 AM,10:07 AM,12-07-2016,9
1812,Airport,181,Trip Completed,9:16 AM,10:09 AM,12-07-2016,9
1813,Airport,0,No Cars Available,9:19 AM,0,12-07-2016,9
1814,City,38,Trip Completed,9:19 AM,9:59 AM,12-07-2016,9
1815,City,97,Cancelled,9:20 AM,0,12-07-2016,9
1816,City,14,Trip Completed,9:24 AM,10:07 AM,12-07-2016,9
1817,City,44,Cancelled,9:29 AM,0,12-07-2016,9
1818,Airport,116,Trip Completed,9:29 AM,10:38 AM,12-07-2016,9
1819,City,138,Cancelled,9:25 AM,0,12-07-2016,9
1820,City,190,Cancelled,9:24 AM,0,12-07-2016,9
1821,Airport,199,Trip Completed,9:31 AM,10:36 AM,12-07-2016,9
1822,City,0,No Cars Available,9:31 AM,0,12-07-2016,9
1823,City,0,No Cars Available,9:31 AM,0,12-07-2016,9
1824,City,0,No Cars Available,9:31 AM,0,12-07-2016,9
1825,City,213,Cancelled,9:35 AM,0,12-07-2016,9
1826,City,4,Trip Completed,9:27 AM,10:27 AM,12-07-2016,9
1827,Airport,147,Trip Completed,9:35 AM,10:24 AM,12-07-2016,9
1828,City,172,Cancelled,9:33 AM,0,12-07-2016,9
1829,Airport,222,Trip Completed,9:33 AM,10:20 AM,12-07-2016,9
1830,City,102,Trip Completed,9:33 AM,10:43 AM,12-07-2016,9
1831,Airport,255,Cancelled,9:27 AM,0,12-07-2016,9
1832,Airport,287,Trip Completed,9:36 AM,10:08 AM,12-07-2016,9
1833,City,192,Cancelled,9:34 AM,0,12-07-2016,9
1834,City,229,Cancelled,9:33 AM,0,12-07-2016,9
1835,Airport,36,Trip Completed,9:35 AM,10:30 AM,12-07-2016,9
1836,Airport,173,Trip Completed,9:37 AM,10:19 AM,12-07-2016,9
1837,City,227,Cancelled,9:36 AM,0,12-07-2016,9
1838,City,88,Trip Completed,9:40 AM,10:10 AM,12-07-2016,9
1839,City,238,Trip Completed,9:44 AM,10:54 AM,12-07-2016,9
1840,City,190,Cancelled,9:37 AM,0,12-07-2016,9
1841,City,20,Cancelled,9:41 AM,0,12-07-2016,9
1842,City,62,Trip Completed,9:40 AM,10:18 AM,12-07-2016,9
1843,City,72,Cancelled,9:39 AM,0,12-07-2016,9
1844,City,114,Trip Completed,9:40 AM,10:11 AM,12-07-2016,9
1845,Airport,134,Trip Completed,9:41 AM,10:52 AM,12-07-2016,9
1846,City,237,Cancelled,9:43 AM,0,12-07-2016,9
1847,City,0,No Cars Available,9:45 AM,0,12-07-2016,9
1848,City,130,Cancelled,9:41 AM,0,12-07-2016,9
1849,Airport,286,Trip Completed,9:42 AM,10:28 AM,12-07-2016,9
1850,City,104,Trip Completed,9:45 AM,10:20 AM,12-07-2016,9
1851,Airport,127,Trip Completed,9:48 AM,10:58 AM,12-07-2016,9
1852,City,93,Trip Completed,9:43 AM,10:58 AM,12-07-2016,9
1853,City,139,Cancelled,9:51 AM,0,12-07-2016,9
1854,City,142,Cancelled,9:47 AM,0,12-07-2016,9
1855,City,0,No Cars Available,9:50 AM,0,12-07-2016,9
1856,Airport,0,No Cars Available,9:45 AM,0,12-07-2016,9
1857,City,0,No Cars Available,9:46 AM,0,12-07-2016,9
1858,City,264,Cancelled,9:54 AM,0,12-07-2016,9
1859,City,0,No Cars Available,9:54 AM,0,12-07-2016,9
1860,City,193,Trip Completed,9:55 AM,10:32 AM,12-07-2016,9
1861,City,226,Trip Completed,9:56 AM,10:34 AM,12-07-2016,9
1862,Airport,0,No Cars Available,9:56 AM,0,12-07-2016,9
1863,City,159,Cancelled,9:55 AM,0,12-07-2016,9
1864,City,109,Cancelled,9:54 AM,0,12-07-2016,9
1865,Airport,139,Trip Completed,9:50 AM,10:58 AM,12-07-2016,9
1866,City,250,Cancelled,9:52 AM,0,12-07-2016,9
1867,Airport,3,Cancelled,9:59 AM,0,12-07-2016,9
1868,City,131,Cancelled,9:59 AM,0,12-07-2016,9
1869,City,0,No Cars Available,9:57 AM,0,12-07-2016,9
1870,City,161,Trip Completed,10:01 AM,10:42 AM,12-07-2016,10
1871,City,290,Cancelled,10:04 AM,0,12-07-2016,10
1872,City,0,No Cars Available,10:02 AM,0,12-07-2016,10
1873,City,165,Trip Completed,9:59 AM,10:44 AM,12-07-2016,9
1874,Airport,186,Trip Completed,9:56 AM,10:42 AM,12-07-2016,9
1875,City,49,Cancelled,10:02 AM,0,12-07-2016,10
1876,City,261,Cancelled,10:01 AM,0,12-07-2016,10
1877,City,280,Cancelled,10:03 AM,0,12-07-2016,10
1878,City,0,No Cars Available,10:01 AM,0,12-07-2016,10
1879,City,0,No Cars Available,10:02 AM,0,12-07-2016,10
1880,City,9,Cancelled,10:01 AM,0,12-07-2016,10
1881,City,82,Cancelled,10:04 AM,0,12-07-2016,10
1882,Airport,233,Trip Completed,10:00 AM,11:05 AM,12-07-2016,10
1883,City,282,Cancelled,10:06 AM,0,12-07-2016,10
1884,Airport,0,No Cars Available,10:09 AM,0,12-07-2016,10
1885,City,20,Cancelled,10:04 AM,0,12-07-2016,10
1886,Airport,31,Trip Completed,10:10 AM,10:35 AM,12-07-2016,10
1887,City,197,Cancelled,10:08 AM,0,12-07-2016,10
1888,City,149,Cancelled,10:12 AM,0,12-07-2016,10
1889,City,69,Trip Completed,10:14 AM,11:18 AM,12-07-2016,10
1890,City,212,Trip Completed,10:08 AM,11:16 AM,12-07-2016,10
1891,City,225,Trip Completed,10:19 AM,11:15 AM,12-07-2016,10
1892,Airport,0,No Cars Available,10:22 AM,0,12-07-2016,10
1893,City,168,Cancelled,10:17 AM,0,12-07-2016,10
1894,Airport,19,Cancelled,10:19 AM,0,12-07-2016,10
1895,City,21,Trip Completed,10:20 AM,10:52 AM,12-07-2016,10
1896,Airport,137,Trip Completed,10:23 AM,11:25 AM,12-07-2016,10
1897,City,142,Cancelled,10:23 AM,0,12-07-2016,10
1898,City,54,Cancelled,10:27 AM,0,12-07-2016,10
1899,City,252,Trip Completed,10:26 AM,11:32 AM,12-07-2016,10
1900,City,22,Trip Completed,10:32 AM,11:42 AM,12-07-2016,10
1901,Airport,242,Trip Completed,10:29 AM,11:34 AM,12-07-2016,10
1902,City,131,Trip Completed,10:34 AM,11:46 AM,12-07-2016,10
1903,City,185,Trip Completed,10:36 AM,11:32 AM,12-07-2016,10
1904,City,0,No Cars Available,10:35 AM,0,12-07-2016,10
1905,City,0,No Cars Available,10:33 AM,0,12-07-2016,10
1906,Airport,51,Trip Completed,10:38 AM,11:22 AM,12-07-2016,10
1907,City,119,Trip Completed,10:36 AM,11:53 AM,12-07-2016,10
1908,Airport,205,Trip Completed,10:35 AM,11:40 AM,12-07-2016,10
1910,Airport,193,Trip Completed,10:41 AM,11:27 AM,12-07-2016,10
1911,Airport,65,Trip Completed,10:43 AM,11:41 AM,12-07-2016,10
1912,Airport,0,No Cars Available,10:44 AM,0,12-07-2016,10
1913,Airport,0,No Cars Available,10:47 AM,0,12-07-2016,10
1914,Airport,56,Trip Completed,10:42 AM,11:52 AM,12-07-2016,10
1915,City,78,Trip Completed,10:45 AM,11:32 AM,12-07-2016,10
1916,Airport,144,Trip Completed,10:43 AM,11:11 AM,12-07-2016,10
1917,City,0,No Cars Available,10:50 AM,0,12-07-2016,10
1918,City,221,Trip Completed,10:56 AM,12:10 PM,12-07-2016,10
1919,City,272,Trip Completed,10:59 AM,12:13 PM,12-07-2016,10
1920,City,294,Trip Completed,10:56 AM,11:58 AM,12-07-2016,10
1921,City,28,Cancelled,10:58 AM,0,12-07-2016,10
1922,Airport,0,No Cars Available,11:03 AM,0,12-07-2016,11
1923,City,285,Trip Completed,11:00 AM,12:00 PM,12-07-2016,11
1924,City,255,Trip Completed,11:02 AM,11:44 AM,12-07-2016,11
1925,City,71,Trip Completed,11:06 AM,11:51 AM,12-07-2016,11
1926,City,0,No Cars Available,11:10 AM,0,12-07-2016,11
1927,City,111,Cancelled,11:08 AM,0,12-07-2016,11
1928,City,241,Trip Completed,11:08 AM,11:39 AM,12-07-2016,11
1929,City,274,Trip Completed,11:18 AM,12:16 PM,12-07-2016,11
1930,City,265,Trip Completed,11:14 AM,12:13 PM,12-07-2016,11
1931,City,104,Cancelled,11:13 AM,0,12-07-2016,11
1932,City,248,Cancelled,11:13 AM,0,12-07-2016,11
1933,City,0,No Cars Available,11:21 AM,0,12-07-2016,11
1934,Airport,3,Trip Completed,11:17 AM,12:23 PM,12-07-2016,11
1935,City,110,Trip Completed,11:16 AM,12:17 PM,12-07-2016,11
1936,City,0,No Cars Available,11:17 AM,0,12-07-2016,11
1937,Airport,102,Cancelled,11:26 AM,0,12-07-2016,11
1938,Airport,156,Trip Completed,11:21 AM,12:03 PM,12-07-2016,11
1939,City,160,Trip Completed,11:18 AM,11:54 AM,12-07-2016,11
1940,Airport,258,Trip Completed,11:20 AM,12:37 PM,12-07-2016,11
1941,Airport,41,Trip Completed,11:29 AM,12:09 PM,12-07-2016,11
1942,Airport,130,Trip Completed,11:26 AM,12:27 PM,12-07-2016,11
1943,City,0,No Cars Available,11:22 AM,0,12-07-2016,11
1944,City,0,No Cars Available,11:30 AM,0,12-07-2016,11
1945,Airport,175,Trip Completed,11:33 AM,12:44 PM,12-07-2016,11
1946,Airport,181,Trip Completed,11:28 AM,12:32 PM,12-07-2016,11
1947,Airport,191,Trip Completed,11:33 AM,12:09 PM,12-07-2016,11
1949,Airport,18,Trip Completed,11:32 AM,12:13 PM,12-07-2016,11
1950,City,115,Trip Completed,11:33 AM,12:04 PM,12-07-2016,11
1951,Airport,0,No Cars Available,11:29 AM,0,12-07-2016,11
1952,City,269,Trip Completed,11:30 AM,12:21 PM,12-07-2016,11
1953,Airport,109,Trip Completed,11:38 AM,12:41 PM,12-07-2016,11
1954,Airport,129,Trip Completed,11:43 AM,12:08 PM,12-07-2016,11
1955,Airport,140,Cancelled,11:47 AM,0,12-07-2016,11
1956,City,85,Trip Completed,11:45 AM,12:32 PM,12-07-2016,11
1957,City,33,Trip Completed,11:45 AM,12:55 PM,12-07-2016,11
1958,Airport,52,Trip Completed,11:41 AM,12:35 PM,12-07-2016,11
1959,City,239,Trip Completed,11:48 AM,12:20 PM,12-07-2016,11
1960,Airport,229,Trip Completed,11:47 AM,12:48 PM,12-07-2016,11
1961,City,162,Trip Completed,11:53 AM,12:27 PM,12-07-2016,11
1962,City,201,Trip Completed,11:59 AM,1:01 PM,12-07-2016,11
1963,City,81,Trip Completed,11:58 AM,1:01 PM,12-07-2016,11
1964,City,0,No Cars Available,12:02 PM,0,12-07-2016,12
1965,City,0,No Cars Available,11:59 AM,0,12-07-2016,11
1966,Airport,29,Trip Completed,12:05 PM,1:12 PM,12-07-2016,12
1967,City,0,No Cars Available,12:10 PM,0,12-07-2016,12
1968,City,27,Trip Completed,12:10 PM,12:49 PM,12-07-2016,12
1969,Airport,170,Cancelled,12:07 PM,0,12-07-2016,12
1970,Airport,0,No Cars Available,12:14 PM,0,12-07-2016,12
1971,City,172,Trip Completed,12:08 PM,1:25 PM,12-07-2016,12
1972,City,35,Trip Completed,12:22 PM,12:43 PM,12-07-2016,12
1973,Airport,98,Trip Completed,12:17 PM,12:47 PM,12-07-2016,12
1974,Airport,57,Trip Completed,12:19 PM,1:07 PM,12-07-2016,12
1975,City,279,Trip Completed,12:17 PM,1:34 PM,12-07-2016,12
1976,Airport,142,Trip Completed,12:18 PM,1:30 PM,12-07-2016,12
1977,Airport,215,Trip Completed,12:24 PM,1:07 PM,12-07-2016,12
1978,City,231,Trip Completed,12:20 PM,12:59 PM,12-07-2016,12
1979,Airport,135,Cancelled,12:25 PM,0,12-07-2016,12
1980,Airport,0,No Cars Available,12:23 PM,0,12-07-2016,12
1981,Airport,21,Trip Completed,12:23 PM,12:56 PM,12-07-2016,12
1982,City,143,Cancelled,12:20 PM,0,12-07-2016,12
1983,City,2,Trip Completed,12:30 PM,12:57 PM,12-07-2016,12
1984,City,73,Cancelled,12:30 PM,0,12-07-2016,12
1985,City,178,Trip Completed,12:24 PM,1:29 PM,12-07-2016,12
1986,City,204,Trip Completed,12:32 PM,1:05 PM,12-07-2016,12
1987,City,0,No Cars Available,12:31 PM,0,12-07-2016,12
1988,Airport,0,No Cars Available,12:33 PM,0,12-07-2016,12
1989,Airport,192,Trip Completed,12:30 PM,1:01 PM,12-07-2016,12
1990,City,0,No Cars Available,12:40 PM,0,12-07-2016,12
1991,City,220,Trip Completed,12:32 PM,1:21 PM,12-07-2016,12
1992,City,0,No Cars Available,12:44 PM,0,12-07-2016,12
1993,City,77,Trip Completed,12:50 PM,1:42 PM,12-07-2016,12
1994,Airport,198,Trip Completed,12:49 PM,1:48 PM,12-07-2016,12
1995,City,125,Trip Completed,12:51 PM,2:01 PM,12-07-2016,12
1996,Airport,163,Trip Completed,12:57 PM,2:06 PM,12-07-2016,12
1997,City,166,Trip Completed,1:02 PM,1:57 PM,12-07-2016,13
1998,City,0,No Cars Available,12:57 PM,0,12-07-2016,12
1999,Airport,6,Trip Completed,1:02 PM,1:51 PM,12-07-2016,13
2000,Airport,236,Trip Completed,12:59 PM,1:43 PM,12-07-2016,12
2001,Airport,140,Trip Completed,1:01 PM,2:00 PM,12-07-2016,13
2002,City,0,No Cars Available,1:06 PM,0,12-07-2016,13
2003,Airport,81,Cancelled,1:19 PM,0,12-07-2016,13
2004,Airport,0,No Cars Available,1:20 PM,0,12-07-2016,13
2005,Airport,0,No Cars Available,1:22 PM,0,12-07-2016,13
2006,Airport,0,No Cars Available,1:22 PM,0,12-07-2016,13
2007,City,200,Trip Completed,1:24 PM,2:24 PM,12-07-2016,13
2008,Airport,209,Trip Completed,1:23 PM,2:28 PM,12-07-2016,13
2009,City,154,Trip Completed,1:25 PM,2:33 PM,12-07-2016,13
2010,Airport,235,Trip Completed,1:28 PM,2:02 PM,12-07-2016,13
2011,City,66,Cancelled,1:30 PM,0,12-07-2016,13
2012,Airport,0,No Cars Available,1:28 PM,0,12-07-2016,13
2013,City,68,Trip Completed,1:35 PM,2:29 PM,12-07-2016,13
2014,City,75,Trip Completed,1:36 PM,2:09 PM,12-07-2016,13
2015,City,0,No Cars Available,1:39 PM,0,12-07-2016,13
2016,City,158,Trip Completed,1:34 PM,2:36 PM,12-07-2016,13
2017,City,211,Trip Completed,1:43 PM,2:22 PM,12-07-2016,13
2018,Airport,116,Trip Completed,1:39 PM,2:19 PM,12-07-2016,13
2019,City,72,Cancelled,1:46 PM,0,12-07-2016,13
2020,City,276,Trip Completed,1:40 PM,2:37 PM,12-07-2016,13
2021,Airport,0,No Cars Available,1:47 PM,0,12-07-2016,13
2022,City,83,Cancelled,1:45 PM,0,12-07-2016,13
2023,Airport,0,No Cars Available,1:53 PM,0,12-07-2016,13
2024,Airport,139,Trip Completed,1:55 PM,2:32 PM,12-07-2016,13
2025,City,291,Trip Completed,1:56 PM,2:58 PM,12-07-2016,13
2026,Airport,146,Cancelled,2:00 PM,0,12-07-2016,14
2027,City,0,No Cars Available,2:09 PM,0,12-07-2016,14
2028,City,0,No Cars Available,2:13 PM,0,12-07-2016,14
2029,City,72,Trip Completed,2:16 PM,3:09 PM,12-07-2016,14
2030,City,11,Trip Completed,2:11 PM,3:02 PM,12-07-2016,14
2031,City,64,Trip Completed,2:17 PM,2:51 PM,12-07-2016,14
2032,Airport,150,Trip Completed,2:14 PM,3:20 PM,12-07-2016,14
2033,City,67,Trip Completed,2:17 PM,2:59 PM,12-07-2016,14
2034,Airport,146,Trip Completed,2:16 PM,3:20 PM,12-07-2016,14
2035,City,253,Trip Completed,2:15 PM,3:06 PM,12-07-2016,14
2036,City,0,No Cars Available,2:18 PM,0,12-07-2016,14
2037,City,208,Trip Completed,2:13 PM,3:04 PM,12-07-2016,14
2038,City,0,No Cars Available,2:26 PM,0,12-07-2016,14
2039,Airport,188,Trip Completed,2:29 PM,3:18 PM,12-07-2016,14
2040,Airport,143,Trip Completed,2:25 PM,2:57 PM,12-07-2016,14
2041,City,210,Trip Completed,2:24 PM,3:13 PM,12-07-2016,14
2042,City,19,Trip Completed,2:30 PM,3:09 PM,12-07-2016,14
2043,Airport,155,Trip Completed,2:30 PM,3:21 PM,12-07-2016,14
2044,Airport,79,Trip Completed,2:39 PM,3:21 PM,12-07-2016,14
2045,Airport,145,Trip Completed,2:43 PM,3:06 PM,12-07-2016,14
2046,Airport,69,Trip Completed,2:40 PM,3:22 PM,12-07-2016,14
2047,City,234,Trip Completed,2:42 PM,3:24 PM,12-07-2016,14
2048,Airport,74,Cancelled,2:40 PM,0,12-07-2016,14
2049,Airport,141,Cancelled,2:45 PM,0,12-07-2016,14
2050,Airport,261,Trip Completed,2:50 PM,3:37 PM,12-07-2016,14
2051,City,0,No Cars Available,2:48 PM,0,12-07-2016,14
2052,City,5,Trip Completed,2:48 PM,3:50 PM,12-07-2016,14
2053,Airport,214,Trip Completed,2:50 PM,3:56 PM,12-07-2016,14
2054,City,0,No Cars Available,2:48 PM,0,12-07-2016,14
2055,City,286,Trip Completed,2:54 PM,3:43 PM,12-07-2016,14
2056,City,0,No Cars Available,2:57 PM,0,12-07-2016,14
2057,Airport,103,Trip Completed,3:02 PM,3:36 PM,12-07-2016,15
2058,Airport,0,No Cars Available,3:04 PM,0,12-07-2016,15
2059,City,0,No Cars Available,2:59 PM,0,12-07-2016,14
2060,Airport,133,Trip Completed,3:04 PM,3:37 PM,12-07-2016,15
2061,City,167,Cancelled,3:05 PM,0,12-07-2016,15
2062,Airport,80,Trip Completed,3:00 PM,3:54 PM,12-07-2016,15
2063,City,0,No Cars Available,3:08 PM,0,12-07-2016,15
2064,Airport,10,Trip Completed,3:08 PM,4:14 PM,12-07-2016,15
2065,City,121,Trip Completed,3:06 PM,4:10 PM,12-07-2016,15
2066,Airport,0,No Cars Available,3:12 PM,0,12-07-2016,15
2067,Airport,221,Trip Completed,3:13 PM,4:14 PM,12-07-2016,15
2068,Airport,112,Cancelled,3:13 PM,0,12-07-2016,15
2069,Airport,180,Trip Completed,3:20 PM,3:55 PM,12-07-2016,15
2070,Airport,247,Trip Completed,3:18 PM,4:08 PM,12-07-2016,15
2071,City,0,No Cars Available,3:19 PM,0,12-07-2016,15
2072,Airport,0,No Cars Available,3:21 PM,0,12-07-2016,15
2073,City,109,Cancelled,3:27 PM,0,12-07-2016,15
2074,City,187,Trip Completed,3:32 PM,4:24 PM,12-07-2016,15
2075,City,151,Trip Completed,3:31 PM,4:47 PM,12-07-2016,15
2076,Airport,237,Trip Completed,3:31 PM,4:47 PM,12-07-2016,15
2077,City,54,Cancelled,3:40 PM,0,12-07-2016,15
2078,Airport,59,Trip Completed,3:36 PM,4:22 PM,12-07-2016,15
2079,Airport,29,Cancelled,3:43 PM,0,12-07-2016,15
2080,City,0,No Cars Available,3:39 PM,0,12-07-2016,15
2081,Airport,0,No Cars Available,3:37 PM,0,12-07-2016,15
2082,Airport,220,Trip Completed,3:42 PM,4:38 PM,12-07-2016,15
2083,Airport,3,Trip Completed,3:46 PM,4:40 PM,12-07-2016,15
2084,Airport,207,Trip Completed,3:46 PM,4:40 PM,12-07-2016,15
2085,City,171,Trip Completed,3:41 PM,4:27 PM,12-07-2016,15
2086,City,118,Trip Completed,3:44 PM,4:30 PM,12-07-2016,15
2087,Airport,268,Trip Completed,3:49 PM,4:56 PM,12-07-2016,15
2088,Airport,27,Trip Completed,3:51 PM,5:02 PM,12-07-2016,15
2089,City,43,Trip Completed,3:49 PM,4:32 PM,12-07-2016,15
2090,City,0,No Cars Available,3:57 PM,0,12-07-2016,15
2091,City,0,No Cars Available,3:53 PM,0,12-07-2016,15
2092,City,0,No Cars Available,3:55 PM,0,12-07-2016,15
2093,City,0,No Cars Available,3:56 PM,0,12-07-2016,15
2094,Airport,288,Cancelled,3:51 PM,0,12-07-2016,15
2095,City,147,Trip Completed,3:56 PM,4:43 PM,12-07-2016,15
2096,Airport,142,Trip Completed,4:01 PM,5:04 PM,12-07-2016,16
2097,Airport,98,Cancelled,4:03 PM,0,12-07-2016,16
2098,City,45,Trip Completed,4:12 PM,4:42 PM,12-07-2016,16
2099,Airport,48,Trip Completed,4:03 PM,5:16 PM,12-07-2016,16
2100,City,0,No Cars Available,4:08 PM,0,12-07-2016,16
2101,City,274,Trip Completed,4:10 PM,5:10 PM,12-07-2016,16
2102,City,4,Trip Completed,4:09 PM,5:01 PM,12-07-2016,16
2103,City,20,Trip Completed,4:08 PM,5:18 PM,12-07-2016,16
2104,City,91,Trip Completed,4:07 PM,5:04 PM,12-07-2016,16
2105,City,227,Trip Completed,4:08 PM,5:22 PM,12-07-2016,16
2106,City,262,Trip Completed,4:14 PM,4:55 PM,12-07-2016,16
2107,City,53,Trip Completed,4:18 PM,5:14 PM,12-07-2016,16
2108,Airport,30,Trip Completed,4:14 PM,4:48 PM,12-07-2016,16
2109,Airport,61,Cancelled,4:20 PM,0,12-07-2016,16
2110,Airport,36,Trip Completed,4:19 PM,5:12 PM,12-07-2016,16
2111,Airport,233,Trip Completed,4:25 PM,5:25 PM,12-07-2016,16
2112,Airport,164,Trip Completed,4:32 PM,5:03 PM,12-07-2016,16
2113,Airport,206,Cancelled,4:29 PM,0,12-07-2016,16
2114,City,23,Trip Completed,4:36 PM,5:21 PM,12-07-2016,16
2115,City,0,No Cars Available,4:41 PM,0,12-07-2016,16
2116,City,76,Trip Completed,4:33 PM,5:09 PM,12-07-2016,16
2117,City,113,Cancelled,4:33 PM,0,12-07-2016,16
2118,Airport,138,Trip Completed,4:41 PM,5:49 PM,12-07-2016,16
2119,City,181,Cancelled,4:41 PM,0,12-07-2016,16
2120,Airport,114,Trip Completed,4:44 PM,5:33 PM,12-07-2016,16
2121,City,0,No Cars Available,4:48 PM,0,12-07-2016,16
2122,City,278,Cancelled,4:50 PM,0,12-07-2016,16
2123,City,275,Trip Completed,4:45 PM,5:40 PM,12-07-2016,16
2124,Airport,92,Trip Completed,4:53 PM,5:31 PM,12-07-2016,16
2125,Airport,201,Cancelled,4:52 PM,0,12-07-2016,16
2126,City,266,Trip Completed,4:52 PM,6:02 PM,12-07-2016,16
2127,City,0,No Cars Available,5:02 PM,0,12-07-2016,17
2128,Airport,0,No Cars Available,5:06 PM,0,12-07-2016,17
2129,Airport,156,Trip Completed,5:06 PM,6:18 PM,12-07-2016,17
2130,City,176,Trip Completed,5:04 PM,5:46 PM,12-07-2016,17
2131,City,41,Cancelled,5:04 PM,0,12-07-2016,17
2132,Airport,0,No Cars Available,5:06 PM,0,12-07-2016,17
2133,Airport,0,No Cars Available,5:16 PM,0,12-07-2016,17
2134,Airport,165,Trip Completed,5:14 PM,5:44 PM,12-07-2016,17
2135,City,222,Trip Completed,5:12 PM,5:58 PM,12-07-2016,17
2136,City,237,Trip Completed,5:15 PM,6:13 PM,12-07-2016,17
2137,Airport,0,No Cars Available,5:22 PM,0,12-07-2016,17
2138,Airport,0,No Cars Available,5:17 PM,0,12-07-2016,17
2139,City,0,No Cars Available,5:17 PM,0,12-07-2016,17
2140,City,0,No Cars Available,5:09 PM,0,12-07-2016,17
2141,Airport,0,No Cars Available,5:18 PM,0,12-07-2016,17
2142,Airport,0,No Cars Available,5:13 PM,0,12-07-2016,17
2143,Airport,96,Trip Completed,5:15 PM,5:56 PM,12-07-2016,17
2144,Airport,0,No Cars Available,5:21 PM,0,12-07-2016,17
2145,Airport,0,No Cars Available,5:19 PM,0,12-07-2016,17
2146,Airport,32,Cancelled,5:21 PM,0,12-07-2016,17
2147,City,126,Trip Completed,5:21 PM,6:27 PM,12-07-2016,17
2148,City,198,Cancelled,5:22 PM,0,12-07-2016,17
2149,Airport,0,No Cars Available,5:18 PM,0,12-07-2016,17
2150,City,146,Cancelled,5:16 PM,0,12-07-2016,17
2151,Airport,0,No Cars Available,5:23 PM,0,12-07-2016,17
2152,Airport,86,Trip Completed,5:25 PM,5:55 PM,12-07-2016,17
2153,City,0,No Cars Available,5:19 PM,0,12-07-2016,17
2154,Airport,0,No Cars Available,5:26 PM,0,12-07-2016,17
2155,Airport,0,No Cars Available,5:23 PM,0,12-07-2016,17
2156,Airport,0,No Cars Available,5:27 PM,0,12-07-2016,17
2157,Airport,0,No Cars Available,5:30 PM,0,12-07-2016,17
2158,Airport,0,No Cars Available,5:26 PM,0,12-07-2016,17
2159,Airport,0,No Cars Available,5:25 PM,0,12-07-2016,17
2160,Airport,52,Trip Completed,5:32 PM,6:07 PM,12-07-2016,17
2161,Airport,0,No Cars Available,5:29 PM,0,12-07-2016,17
2162,Airport,32,Trip Completed,5:34 PM,6:33 PM,12-07-2016,17
2163,Airport,159,Trip Completed,5:30 PM,6:07 PM,12-07-2016,17
